"","status","family","pval","qval","gene_short_name","num_cells_expressed"
"ANKRD36B","OK","negbinomial.size",0.000134725384808016,0.00137819748605248,"ANKRD36B",106
"PRNP","OK","negbinomial.size",0.000135054193211503,0.00137950366528324,"PRNP",751
"PCDHGA3","OK","negbinomial.size",0.000135050528750238,0.00137950366528324,"PCDHGA3",39
"ATP5MG","OK","negbinomial.size",0.000135531624624716,0.00138232180416494,"ATP5MG",1054
"RPS21","OK","negbinomial.size",0.000135445356844213,0.00138232180416494,"RPS21",1173
"CCL3L1","OK","negbinomial.size",0.000135743706178246,0.00138345628629508,"CCL3L1",46
"ODF3B","OK","negbinomial.size",0.000136390356867683,0.00138901478508603,"ODF3B",319
"TGFBR3","OK","negbinomial.size",0.000136733380486734,0.00139112590466428,"TGFBR3",188
"GPRC5A","OK","negbinomial.size",0.000136800469849257,0.00139112590466428,"GPRC5A",49
"H1-4","OK","negbinomial.size",0.000137247587201417,0.00139463881572521,"H1-4",293
"ZNF207","OK","negbinomial.size",0.000137870128614223,0.0013999277752257,"ZNF207",640
"PDAP1","OK","negbinomial.size",0.000139131897243222,0.00141169479762021,"PDAP1",765
"CALML5","OK","negbinomial.size",0.000139665206980475,0.00141605861741179,"CALML5",16
"RAB10","OK","negbinomial.size",0.000140490272212921,0.00142337190119413,"RAB10",662
"ZBP1","OK","negbinomial.size",0.000141556614462124,0.00143311707541802,"ZBP1",16
"PDLIM5","OK","negbinomial.size",0.000142428123299573,0.00144087684028284,"PDLIM5",385
"TMEM209","OK","negbinomial.size",0.000142653663848604,0.00144209503365892,"TMEM209",128
"IGHV5-51","OK","negbinomial.size",0.000142792136025937,0.00144243190132828,"IGHV5-51",19
"MPG","OK","negbinomial.size",0.000144694405672048,0.00146057237454684,"MPG",758
"TTC7A","OK","negbinomial.size",0.000146409890616106,0.00147571703120628,"TTC7A",104
"ELOF1","OK","negbinomial.size",0.000146316156680017,0.00147571703120628,"ELOF1",380
"RHEX","OK","negbinomial.size",0.000149332035211585,0.00150406524158041,"RHEX",14
"STT3A","OK","negbinomial.size",0.000151258952459849,0.00152123923009106,"STT3A",381
"TOX2","OK","negbinomial.size",0.000151229749363186,0.00152123923009106,"TOX2",143
"THRA","OK","negbinomial.size",0.000151633017052498,0.00152388404976276,"THRA",553
"CYRIB","OK","negbinomial.size",0.000151765427555782,0.00152409819561509,"CYRIB",152
"MLF1","OK","negbinomial.size",0.000152791477861797,0.00153300089582213,"MLF1",250
"ZNF800","OK","negbinomial.size",0.00015287543559445,0.00153300089582213,"ZNF800",313
"PCYOX1","OK","negbinomial.size",0.000154352733866158,0.00154560102817599,"PCYOX1",628
"TMED7","OK","negbinomial.size",0.000154357297609061,0.00154560102817599,"TMED7",534
"CRTAP","OK","negbinomial.size",0.000155234564817467,0.00155325146620424,"CRTAP",858
"ANKRD44","OK","negbinomial.size",0.000155559730656247,0.0015553705431067,"ANKRD44",161
"DCTN3","OK","negbinomial.size",0.000156166275971192,0.00156029786873475,"DCTN3",737
"LPAR2","OK","negbinomial.size",0.000156902673108571,0.00156651446121061,"LPAR2",31
"ZMAT3","OK","negbinomial.size",0.000158769709465874,0.00158400209051117,"ZMAT3",255
"P4HA2","OK","negbinomial.size",0.00015910097075684,0.00158615342793774,"P4HA2",442
"TBX3","OK","negbinomial.size",0.000159555874125443,0.00158953339234047,"TBX3",870
"SGCE","OK","negbinomial.size",0.000159859553205617,0.00159140301224576,"SGCE",491
"TOMM7","OK","negbinomial.size",0.000160815199333703,0.00159975555073223,"TOMM7",1085
"LSAMP","OK","negbinomial.size",0.000161888983983999,0.00160927034948732,"LSAMP",338
"CELF2","OK","negbinomial.size",0.000162112438298076,0.00161032471294207,"CELF2",362
"ARPC1B","OK","negbinomial.size",0.000163210645677805,0.00162006051910863,"ARPC1B",822
"SOX18","OK","negbinomial.size",0.000163482529046639,0.001621585924412,"SOX18",36
"LLGL1","OK","negbinomial.size",0.000164210251840755,0.00162762733724818,"LLGL1",23
"PSMB5","OK","negbinomial.size",0.000166666874730362,0.00164981451432339,"PSMB5",782
"ITPRIPL2","OK","negbinomial.size",0.000166689234352837,0.00164981451432339,"ITPRIPL2",707
"PSMA3","OK","negbinomial.size",0.000167028890267481,0.00165198436675508,"PSMA3",747
"CMTM3","OK","negbinomial.size",0.000168066818250209,0.00166105231466597,"CMTM3",466
"MRPL51","OK","negbinomial.size",0.000168955054225249,0.00166862882207485,"MRPL51",948
"AAMDC","OK","negbinomial.size",0.000169089445729811,0.00166875468814499,"AAMDC",540
"RSRP1","OK","negbinomial.size",0.000170049366386901,0.0016770217168192,"RSRP1",893
"NFIL3","OK","negbinomial.size",0.000172667004889257,0.00170039194046721,"NFIL3",468
"PRKG1","OK","negbinomial.size",0.000172601106831765,0.00170039194046721,"PRKG1",458
"EMILIN1","OK","negbinomial.size",0.000173718982689157,0.00170952439349344,"EMILIN1",803
"SKIL","OK","negbinomial.size",0.00017402172094884,0.00171127596270694,"SKIL",420
"TOR1AIP1","OK","negbinomial.size",0.000175775606155118,0.00172728493211741,"TOR1AIP1",445
"MORF4L2","OK","negbinomial.size",0.000176751049637826,0.00173562698563471,"MORF4L2",850
"COX8A","OK","negbinomial.size",0.000177915694904767,0.00174581366430872,"COX8A",954
"MOB2","OK","negbinomial.size",0.000179560637798566,0.0017606953747825,"MOB2",360
"PLSCR1","OK","negbinomial.size",0.00018061474524974,0.00176976648238281,"PLSCR1",535
"RBM26","OK","negbinomial.size",0.000180905001137777,0.00177134532877089,"RBM26",548
"PCDHA10","OK","negbinomial.size",0.000183421208221224,0.00179470195034148,"PCDHA10",86
"MYO1F","OK","negbinomial.size",0.00018381756634781,0.00179729820039862,"MYO1F",72
"COL6A3","OK","negbinomial.size",0.000185909675340756,0.00181645934923397,"COL6A3",1100
"L1CAM","OK","negbinomial.size",0.000186090167035109,0.00181692876255347,"L1CAM",21
"ERI1","OK","negbinomial.size",0.000186272612023169,0.00181741656595578,"ERI1",125
"AFF4","OK","negbinomial.size",0.000186493156963679,0.00181827514372974,"AFF4",648
"TNFRSF10B","OK","negbinomial.size",0.000187129336563254,0.00182318198790818,"TNFRSF10B",149
"TCEAL3","OK","negbinomial.size",0.000188299382062758,0.00183068102277599,"TCEAL3",719
"FEZ1","OK","negbinomial.size",0.000188173461884733,0.00183068102277599,"FEZ1",316
"TSEN34","OK","negbinomial.size",0.000188133674420775,0.00183068102277599,"TSEN34",516
"LITAF","OK","negbinomial.size",0.00018858652019906,0.00183217413887444,"LITAF",861
"ZC2HC1C","OK","negbinomial.size",0.000189787678954432,0.00184250754706078,"ZC2HC1C",23
"FLRT2","OK","negbinomial.size",0.000189918768883506,0.00184250754706078,"FLRT2",273
"DNAJB6","OK","negbinomial.size",0.000191344368640599,0.00185253283211282,"DNAJB6",760
"CTSL","OK","negbinomial.size",0.000191357269507498,0.00185253283211282,"CTSL",779
"CYLD","OK","negbinomial.size",0.000191118541444217,0.00185253283211282,"CYLD",398
"UCP2","OK","negbinomial.size",0.000191868729498626,0.00185617435208897,"UCP2",55
"SHISA5","OK","negbinomial.size",0.000193207721338186,0.00186649543754735,"SHISA5",548
"SLFN12L","OK","negbinomial.size",0.000193187800137943,0.00186649543754735,"SLFN12L",21
"TMEM258","OK","negbinomial.size",0.000194181653876639,0.00187326577206732,"TMEM258",1009
"ISG20","OK","negbinomial.size",0.000194146911207563,0.00187326577206732,"ISG20",297
"THRB","OK","negbinomial.size",0.000194914370489722,0.00187901288431342,"THRB",41
"PRIM2","OK","negbinomial.size",0.000195127142372119,0.00187974307518309,"PRIM2",113
"RECK","OK","negbinomial.size",0.000195379288949897,0.00188085128829101,"RECK",300
"MED18","OK","negbinomial.size",0.000196393046897063,0.00188928458438563,"MED18",98
"HACD4","OK","negbinomial.size",0.000196958239388982,0.0018933939228718,"HACD4",264
"SRGN","OK","negbinomial.size",0.000199053568102181,0.00191202811185574,"SRGN",301
"KLF13","OK","negbinomial.size",0.000199175402525285,0.00191202811185574,"KLF13",561
"LENG8","OK","negbinomial.size",0.000200234339232157,0.00192084941649422,"LENG8",307
"CHD4","OK","negbinomial.size",0.000200705456186519,0.00192402337384114,"CHD4",535
"TRAPPC1","OK","negbinomial.size",0.000201557626497851,0.00193084324043123,"TRAPPC1",706
"MORC3","OK","negbinomial.size",0.000203329011358079,0.00194645315967211,"MORC3",469
"LIMA1","OK","negbinomial.size",0.000204057304186107,0.00195206283042191,"LIMA1",706
"TXNDC15","OK","negbinomial.size",0.000205413146918101,0.00196234286337139,"TXNDC15",633
"LRRC61","OK","negbinomial.size",0.000205418016606015,0.00196234286337139,"LRRC61",48
"EIF4A2","OK","negbinomial.size",0.000206555161865498,0.00197183278390459,"EIF4A2",1036
"GPR155","OK","negbinomial.size",0.000206873179014579,0.00197349531969541,"GPR155",116
"AHNAK","OK","negbinomial.size",0.000208656254233888,0.00198774062193088,"AHNAK",1054
"SAP30BP","OK","negbinomial.size",0.000208522719613412,0.00198774062193088,"SAP30BP",349
"ZG16B","OK","negbinomial.size",0.000213149670227157,0.00202773035795848,"ZG16B",21
"TCF25","OK","negbinomial.size",0.000213127267576638,0.00202773035795848,"TCF25",914
"PTP4A3","OK","negbinomial.size",0.000213815894988464,0.00203265866074273,"PTP4A3",166
"CTSV","OK","negbinomial.size",0.000215376707153953,0.0020450507419885,"CTSV",16
"SPTLC3","OK","negbinomial.size",0.000215417577064688,0.0020450507419885,"SPTLC3",56
"SLC4A11","OK","negbinomial.size",0.000215809491536879,0.00204735449854973,"SLC4A11",30
"CDR2","OK","negbinomial.size",0.000216430120743819,0.00205182335616014,"CDR2",221
"CCDC88A","OK","negbinomial.size",0.000219613965238427,0.00208056931984858,"CCDC88A",471
"ELMO1","OK","negbinomial.size",0.000219782226636419,0.00208072642166901,"ELMO1",80
"LPIN3","OK","negbinomial.size",0.000221172603193111,0.00209244535903662,"LPIN3",131
"CLIC3","OK","negbinomial.size",0.000222537165899791,0.00210390409497817,"CLIC3",104
"PGK1","OK","negbinomial.size",0.000222747599051627,0.00210444322575084,"PGK1",707
"IRF8","OK","negbinomial.size",0.000223243142407239,0.0021076733844064,"IRF8",86
"UBP1","OK","negbinomial.size",0.000223546839380979,0.00210908909396717,"UBP1",283
"ABITRAM","OK","negbinomial.size",0.000224050386054264,0.00211238707621471,"ABITRAM",105
"TSPAN3","OK","negbinomial.size",0.000225130444579065,0.00212111225187886,"TSPAN3",580
"H4C5","OK","negbinomial.size",0.000226775973500196,0.0021351494883155,"H4C5",109
"CTLA4","OK","negbinomial.size",0.000229085516466749,0.00215541503078935,"CTLA4",24
"SLC9A3R2","OK","negbinomial.size",0.000229947660458629,0.00216204386989134,"SLC9A3R2",750
"CTNNAL1","OK","negbinomial.size",0.000230328744743665,0.0021641436441052,"CTNNAL1",325
"BHLHE40","OK","negbinomial.size",0.000238631682202797,0.00224062246164132,"BHLHE40",321
"TMEM14C","OK","negbinomial.size",0.00024064554603526,0.00225798604686163,"TMEM14C",983
"OTUD4","OK","negbinomial.size",0.000241705267344472,0.00226637926003518,"OTUD4",259
"NMNAT3","OK","negbinomial.size",0.000242405654665007,0.00227139396905366,"NMNAT3",71
"GSDMD","OK","negbinomial.size",0.000242708985072751,0.00227268386158907,"GSDMD",499
"CAPZB","OK","negbinomial.size",0.000244873056206769,0.00229138375514629,"CAPZB",958
"STAT4","OK","negbinomial.size",0.000245985761696378,0.00230022677501767,"STAT4",38
"PARP4","OK","negbinomial.size",0.000246224329845044,0.00230088920763918,"PARP4",291
"YIPF4","OK","negbinomial.size",0.000246414863646908,0.00230110217801789,"YIPF4",558
"GATAD2A","OK","negbinomial.size",0.000246665533043402,0.00230187604237374,"GATAD2A",289
"LAMA3","OK","negbinomial.size",0.000247740342431531,0.0023103344782296,"LAMA3",125
"INSYN2B","OK","negbinomial.size",0.000252586031312011,0.00235392335430582,"INSYN2B",17
"PABPC1","OK","negbinomial.size",0.000253853809770694,0.00236413208583461,"PABPC1",1072
"TAF3","OK","negbinomial.size",0.00025774768721848,0.0023987671460401,"TAF3",272
"MYO9B","OK","negbinomial.size",0.000259853585733214,0.00241672643328015,"MYO9B",302
"CLMP","OK","negbinomial.size",0.000260338160850027,0.00241959274426875,"CLMP",663
"MCOLN2","OK","negbinomial.size",0.000261313400545361,0.00242701234169348,"MCOLN2",33
"HP","OK","negbinomial.size",0.000262293442018125,0.00243446646657959,"HP",27
"TMTC1","OK","negbinomial.size",0.000262706166826315,0.00243664854396443,"TMTC1",154
"KCTD13","OK","negbinomial.size",0.000263259640844955,0.0024401322656156,"KCTD13",105
"WNT10A","OK","negbinomial.size",0.000263921776832328,0.00244461778162449,"WNT10A",49
"RTL8A","OK","negbinomial.size",0.000264639281017645,0.00244960975506077,"RTL8A",461
"NSMCE3","OK","negbinomial.size",0.00026650110643226,0.00246351898789605,"NSMCE3",393
"SNRPB","OK","negbinomial.size",0.000266495393382263,0.00246351898789605,"SNRPB",771
"NEU1","OK","negbinomial.size",0.000266725908730164,0.00246393671108444,"NEU1",576
"MESD","OK","negbinomial.size",0.000266986707420767,0.00246468617254245,"MESD",781
"CTDP1","OK","negbinomial.size",0.000268541705711966,0.00247737398719351,"CTDP1",100
"NRBP1","OK","negbinomial.size",0.000269510107921508,0.00248463686859358,"NRBP1",604
"ITK","OK","negbinomial.size",0.00027095723417341,0.0024942498064783,"ITK",26
"IL18","OK","negbinomial.size",0.000271098298692167,0.0024942498064783,"IL18",59
"ALDH18A1","OK","negbinomial.size",0.000271082875071688,0.0024942498064783,"ALDH18A1",201
"PIP4K2A","OK","negbinomial.size",0.000271963516360507,0.00250053318862831,"PIP4K2A",229
"HSPB2","OK","negbinomial.size",0.000273458095989466,0.00251259086455693,"HSPB2",197
"NOM1","OK","negbinomial.size",0.000274194144984087,0.0025176675240239,"NOM1",179
"JCHAIN","OK","negbinomial.size",0.000275350542137002,0.00252659447293337,"JCHAIN",156
"EIF4G1","OK","negbinomial.size",0.000276172092106193,0.00253243901036949,"EIF4G1",533
"TYMS","OK","negbinomial.size",0.000277669051074409,0.00254446495834252,"TYMS",42
"VASP","OK","negbinomial.size",0.000277934176978235,0.00254519428557238,"VASP",361
"TMEM132A","OK","negbinomial.size",0.000279631479114995,0.00255902910640394,"TMEM132A",260
"USP14","OK","negbinomial.size",0.000280350617643994,0.00256389984856021,"USP14",531
"ZBTB20","OK","negbinomial.size",0.00028078705435644,0.00256618042082721,"ZBTB20",1052
"SEC22B","OK","negbinomial.size",0.000281793667514252,0.00257125325480221,"SEC22B",536
"DDX58","OK","negbinomial.size",0.000281680520639291,0.00257125325480221,"DDX58",290
"ASB6","OK","negbinomial.size",0.000282091860947465,0.00257125325480221,"ASB6",96
"SAMSN1","OK","negbinomial.size",0.000281943189154118,0.00257125325480221,"SAMSN1",69
"PTRHD1","OK","negbinomial.size",0.000282501171116931,0.00257327427980217,"PTRHD1",405
"HYOU1","OK","negbinomial.size",0.000283693476485936,0.00258242011309494,"HYOU1",274
"RRAGC","OK","negbinomial.size",0.00028420712684554,0.00258538021622488,"RRAGC",367
"RAMP3","OK","negbinomial.size",0.000285070327393302,0.00259151408295647,"RAMP3",83
"NCALD","OK","negbinomial.size",0.000285760434766638,0.00259606731399254,"NCALD",77
"CENPC","OK","negbinomial.size",0.000287052807912837,0.0026060823421233,"CENPC",482
"PI4KB","OK","negbinomial.size",0.000287860111424126,0.00261168320669058,"PI4KB",242
"SEMA3B","OK","negbinomial.size",0.000288357436983187,0.0026142994430396,"SEMA3B",60
"HABP4","OK","negbinomial.size",0.000288529622157891,0.0026142994430396,"HABP4",246
"CCDC74A","OK","negbinomial.size",0.000290937012696242,0.00263437223773403,"CCDC74A",222
"NR4A2","OK","negbinomial.size",0.000292205772987063,0.00264237230971426,"NR4A2",282
"GABARAPL1","OK","negbinomial.size",0.000292033449372634,0.00264237230971426,"GABARAPL1",356
"PLTP","OK","negbinomial.size",0.000295292833807262,0.00266852904754151,"PLTP",616
"ZSWIM4","OK","negbinomial.size",0.000296235071484976,0.00267528157381889,"ZSWIM4",74
"PROM1","OK","negbinomial.size",0.000296777640768563,0.00267841820793628,"PROM1",24
"TYW5","OK","negbinomial.size",0.000297484746622812,0.00268303468387359,"TYW5",120
"SMOC2","OK","negbinomial.size",0.000299007868606885,0.00269499996159609,"SMOC2",228
"AHSA1","OK","negbinomial.size",0.000301297637203743,0.00271385488323108,"AHSA1",511
"MUC1","OK","negbinomial.size",0.000302645804626501,0.00272420941461046,"MUC1",117
"RPS6KA5","OK","negbinomial.size",0.000305889507055588,0.00275160148051709,"RPS6KA5",130
"ITM2C","OK","negbinomial.size",0.000306881547711969,0.00275871629850118,"ITM2C",692
"EGFR","OK","negbinomial.size",0.000307927376020744,0.00276630500605931,"EGFR",608
"METTL1","OK","negbinomial.size",0.000308520952718211,0.00276982357944268,"METTL1",134
"METRNL","OK","negbinomial.size",0.000309347355611168,0.0027754264383741,"METRNL",269
"C1orf122","OK","negbinomial.size",0.000309779055486155,0.00277748306088828,"C1orf122",720
"KLF4","OK","negbinomial.size",0.000310777625515282,0.00278461624220682,"KLF4",363
"F2RL2","OK","negbinomial.size",0.000311867590668571,0.00279255849137824,"F2RL2",128
"CAMLG","OK","negbinomial.size",0.000313321658613506,0.00280374854067845,"CAMLG",818
"IGDCC4","OK","negbinomial.size",0.000316175995254111,0.00282744609054491,"IGDCC4",87
"ARHGAP10","OK","negbinomial.size",0.000317127210583206,0.00283410493471037,"ARHGAP10",568
"PLVAP","OK","negbinomial.size",0.000318373746771652,0.00284339261602443,"PLVAP",15
"FXYD3","OK","negbinomial.size",0.000320452864790196,0.00286009915367073,"FXYD3",86
"ZNF519","OK","negbinomial.size",0.000325083299250881,0.00289954011646527,"ZNF519",77
"CMSS1","OK","negbinomial.size",0.000325423462979289,0.0029006881514944,"CMSS1",284
"TMEM273","OK","negbinomial.size",0.000327855453010027,0.0029204682496049,"TMEM273",89
"GEN1","OK","negbinomial.size",0.000328637230205289,0.00292553246200918,"GEN1",68
"FAM184A","OK","negbinomial.size",0.000330061127046397,0.0029363025556566,"FAM184A",95
"FBXL17","OK","negbinomial.size",0.00033147491581581,0.00294696882382455,"FBXL17",168
"SREK1IP1","OK","negbinomial.size",0.0003329483398289,0.00295815111772853,"SREK1IP1",505
"TMEM106C","OK","negbinomial.size",0.000334068442393067,0.00296618180760395,"TMEM106C",277
"ATP5F1E","OK","negbinomial.size",0.000335122421364568,0.00297361537922325,"ATP5F1E",1139
"IRX5","OK","negbinomial.size",0.000335716183370592,0.0029769583732888,"IRX5",33
"NFATC1","OK","negbinomial.size",0.00033741693316585,0.00299010690514802,"NFATC1",69
"KIAA1217","OK","negbinomial.size",0.000338807548479592,0.0030004918980265,"KIAA1217",276
"SCFD1","OK","negbinomial.size",0.000339160166425961,0.00300167687937505,"SCFD1",545
"HMGA1","OK","negbinomial.size",0.000340241916756768,0.0030093092289293,"HMGA1",92
"ZNF93","OK","negbinomial.size",0.000340989737091199,0.0030139801632842,"ZNF93",70
"NAAA","OK","negbinomial.size",0.000344228470304746,0.00303869121984588,"NAAA",195
"SCAF11","OK","negbinomial.size",0.000344226181700807,0.00303869121984588,"SCAF11",873
"ST6GALNAC5","OK","negbinomial.size",0.000345729270092344,0.00304718354625727,"ST6GALNAC5",65
"CUX1","OK","negbinomial.size",0.000345856887412346,0.00304718354625727,"CUX1",704
"CNDP2","OK","negbinomial.size",0.000345791978673257,0.00304718354625727,"CNDP2",305
"MAGEF1","OK","negbinomial.size",0.000348077590644427,0.00306478073713752,"MAGEF1",387
"TOR1AIP2","OK","negbinomial.size",0.000349321425648712,0.00307375966456,"TOR1AIP2",534
"KCNQ1","OK","negbinomial.size",0.000350924708573718,0.00308588791808607,"KCNQ1",25
"CRY1","OK","negbinomial.size",0.000351713920521481,0.0030908466122445,"CRY1",113
"SIDT2","OK","negbinomial.size",0.000353889167990674,0.00310797157906278,"SIDT2",216
"CTPS1","OK","negbinomial.size",0.000358773762601439,0.00314885379102146,"CTPS1",104
"S100A11","OK","negbinomial.size",0.000361331328697402,0.00316927312472568,"S100A11",1168
"ADGRE5","OK","negbinomial.size",0.000363745908747714,0.00318841301993683,"ADGRE5",398
"ADI1","OK","negbinomial.size",0.000364943508813785,0.0031908756619353,"ADI1",760
"MEF2C","OK","negbinomial.size",0.000364957276102674,0.0031908756619353,"MEF2C",371
"NKX3-1","OK","negbinomial.size",0.000364738672033904,0.0031908756619353,"NKX3-1",33
"SAR1A","OK","negbinomial.size",0.000364884717231228,0.0031908756619353,"SAR1A",591
"CCDC85C","OK","negbinomial.size",0.000366148196485662,0.00319924901871995,"CCDC85C",52
"PTK7","OK","negbinomial.size",0.000366665363332048,0.00320172848770785,"PTK7",591
"LYSMD3","OK","negbinomial.size",0.000368137842156332,0.00321254129688331,"LYSMD3",301
"NOS1AP","OK","negbinomial.size",0.000368806857923628,0.00321633342466391,"NOS1AP",139
"TBC1D2B","OK","negbinomial.size",0.000370533843657674,0.00322934133881574,"TBC1D2B",630
"BACE1","OK","negbinomial.size",0.000371188600447405,0.00323299379107143,"BACE1",494
"SPRED1","OK","negbinomial.size",0.000376568614106328,0.00327777173116156,"SPRED1",489
"SYT7","OK","negbinomial.size",0.000380226650224376,0.00330751375255421,"SYT7",23
"AK4","OK","negbinomial.size",0.000381852986231979,0.00331955593481006,"AK4",51
"ALDH7A1","OK","negbinomial.size",0.000383379755551129,0.00332705274128174,"ALDH7A1",478
"TRA2A","OK","negbinomial.size",0.000383442949698675,0.00332705274128174,"TRA2A",529
"ANKRD13D","OK","negbinomial.size",0.000383398961109877,0.00332705274128174,"ANKRD13D",336
"CCSAP","OK","negbinomial.size",0.000385642447788135,0.00334402218631962,"CCSAP",104
"GCH1","OK","negbinomial.size",0.000387436761327634,0.00335745893360232,"GCH1",25
"CREBZF","OK","negbinomial.size",0.000388368479056133,0.00336340833061366,"CREBZF",442
"RPL13A","OK","negbinomial.size",0.000388707990874415,0.003364224743732,"RPL13A",1158
"MFSD12","OK","negbinomial.size",0.000389865095714358,0.00337211184300729,"MFSD12",236
"SELENOM","OK","negbinomial.size",0.000393051128577152,0.00339752702068139,"SELENOM",1126
"ERH","OK","negbinomial.size",0.000393655613828618,0.00340060938948424,"ERH",932
"JMJD6","OK","negbinomial.size",0.000397529760689753,0.00343191520273255,"JMJD6",252
"CYBB","OK","negbinomial.size",0.000400520258582262,0.00345499422284966,"CYBB",19
"MEF2A","OK","negbinomial.size",0.00040070679461684,0.00345499422284966,"MEF2A",491
"ZNF524","OK","negbinomial.size",0.000404939558236544,0.00348929702254329,"ZNF524",317
"SULF1","OK","negbinomial.size",0.000406272145276301,0.00349858210226007,"SULF1",538
"CREB3L1","OK","negbinomial.size",0.000407843566538124,0.00350991094464868,"CREB3L1",220
"SRP19","OK","negbinomial.size",0.000409237467094519,0.00351899524163327,"SRP19",563
"ZNF146","OK","negbinomial.size",0.000409412188777278,0.00351899524163327,"ZNF146",304
"FADS3","OK","negbinomial.size",0.000413767284099121,0.00355420137963165,"FADS3",317
"PPP1R3E","OK","negbinomial.size",0.000414729352363839,0.00356023607992938,"PPP1R3E",68
"MAOA","OK","negbinomial.size",0.00041773826522848,0.00358382334109086,"MAOA",59
"SDE2","OK","negbinomial.size",0.000418846353795651,0.00358992850507811,"SDE2",190
"C5orf49","OK","negbinomial.size",0.000418973285947664,0.00358992850507811,"C5orf49",22
"USP46","OK","negbinomial.size",0.000420280059535028,0.00359887756348409,"USP46",296
"ADGRL3","OK","negbinomial.size",0.000421006072669965,0.00360284548027859,"ADGRL3",21
"HIC1","OK","negbinomial.size",0.000423849546137262,0.00362491775181481,"HIC1",499
"RASL12","OK","negbinomial.size",0.000424244803162049,0.00362603751387974,"RASL12",216
"FAM3C","OK","negbinomial.size",0.000425955668810529,0.00363620633890646,"FAM3C",590
"MX2","OK","negbinomial.size",0.000425964687754971,0.00363620633890646,"MX2",324
"VCL","OK","negbinomial.size",0.000427474949096256,0.00364682919881993,"VCL",769
"LNPK","OK","negbinomial.size",0.000429020100316539,0.0036577363182985,"LNPK",335
"DEPP1","OK","negbinomial.size",0.000431160424890112,0.00367370106126867,"DEPP1",239
"SPINK5","OK","negbinomial.size",0.000434713079580396,0.00370167226920166,"SPINK5",77
"FBLIM1","OK","negbinomial.size",0.000435705337686331,0.00370781998907015,"FBLIM1",685
"INPP5D","OK","negbinomial.size",0.000441320248999802,0.00375327413253521,"INPP5D",43
"BEX3","OK","negbinomial.size",0.000443100016227265,0.00376244297264589,"BEX3",941
"IKZF3","OK","negbinomial.size",0.000443068748015885,0.00376244297264589,"IKZF3",66
"DSC3","OK","negbinomial.size",0.000443221157879848,0.00376244297264589,"DSC3",62
"TMEM175","OK","negbinomial.size",0.000443713012643594,0.00376428887287868,"TMEM175",147
"EIF5A","OK","negbinomial.size",0.0004440524699261,0.0037648404094229,"EIF5A",796
"FBXO30","OK","negbinomial.size",0.000445748257729793,0.00377688363158573,"FBXO30",148
"TRAIP","OK","negbinomial.size",0.000450745445019119,0.00381686791035325,"TRAIP",11
"MAOB","OK","negbinomial.size",0.000451833951349866,0.00382372495041176,"MAOB",161
"TTC13","OK","negbinomial.size",0.00045388537774214,0.00383871739325936,"TTC13",54
"TMEM192","OK","negbinomial.size",0.000455387295646579,0.00384904677860738,"TMEM192",182
"AUTS2","OK","negbinomial.size",0.000457405020835374,0.00386372049003673,"AUTS2",267
"NRGN","OK","negbinomial.size",0.000458529570274809,0.00387083608924913,"NRGN",47
"ATG101","OK","negbinomial.size",0.000459974280858752,0.00388064402510477,"ATG101",376
"REV3L","OK","negbinomial.size",0.000461799654918433,0.00389364945677385,"REV3L",733
"TBCA","OK","negbinomial.size",0.000464914054912236,0.00391750061749757,"TBCA",978
"TMEM263","OK","negbinomial.size",0.000468081986555252,0.00394177329132286,"TMEM263",604
"NUCB2","OK","negbinomial.size",0.000469923706719704,0.00395255639375262,"NUCB2",725
"TMX2","OK","negbinomial.size",0.000469938728547202,0.00395255639375262,"TMX2",361
"BGN","OK","negbinomial.size",0.000474993988929341,0.00399262716919896,"BGN",1041
"SLC39A7","OK","negbinomial.size",0.000476663568421904,0.00400420749027047,"SLC39A7",627
"TADA2B","OK","negbinomial.size",0.000477029931238804,0.00400483267853972,"TADA2B",168
"TMEM215","OK","negbinomial.size",0.000484486494058335,0.00406494539785458,"TMEM215",97
"MT-ATP8","OK","negbinomial.size",0.000489494978706869,0.00410445728478046,"MT-ATP8",692
"CORIN","OK","negbinomial.size",0.000491047843275615,0.00411496292856132,"CORIN",35
"CFAP36","OK","negbinomial.size",0.000491941158137378,0.0041199321168062,"CFAP36",617
"NR4A3","OK","negbinomial.size",0.000496510630115774,0.00415566371197571,"NR4A3",94
"VCP","OK","negbinomial.size",0.000498050653980174,0.00416523321931342,"VCP",673
"HMGN1","OK","negbinomial.size",0.000498261241645525,0.00416523321931342,"HMGN1",964
"GPR137B","OK","negbinomial.size",0.000502454722604938,0.00419624677019722,"GPR137B",306
"PPIA","OK","negbinomial.size",0.000502888882505046,0.00419624677019722,"PPIA",1117
"AP1M2","OK","negbinomial.size",0.00050268355971371,0.00419624677019722,"AP1M2",33
"ACAN","OK","negbinomial.size",0.000505732672708704,0.00421741082323283,"ACAN",18
"ANP32E","OK","negbinomial.size",0.000507910958083387,0.00423300274786628,"ANP32E",519
"RHOH","OK","negbinomial.size",0.000511417160901819,0.0042596360736194,"RHOH",53
"CST2","OK","negbinomial.size",0.000512697272385722,0.00426770702826901,"CST2",114
"NKD2","OK","negbinomial.size",0.00051622039494548,0.00429442776098368,"NKD2",252
"CYP4V2","OK","negbinomial.size",0.000519894958668497,0.00432237517758451,"CYP4V2",162
"PAIP2B","OK","negbinomial.size",0.0005243366560477,0.00435666277871735,"PAIP2B",52
